画	113791
店	113568
怪	113116
绝	112974
视	112561
目	112479
腿	112084
部	112015
八	111265
客	111108
声	110671
图	110409
蛋	109770
象	109474
续	109457
转	109347
音	109140
报	109081
雪	108687
化	108666
轻	108494
短	108445
交	108156
麻	108081
百	107573
春	107489
搞	107282
倒	106174
代	105511
奶	105297
戏	104311
顺	103806
连	103546
竟	103424
切	103142
般	103085
数	102716
饿	102700
适	102469
入	102018
界	101780
房	101755
病	101292
格	100972
州	100627
卡	99726
处	99687
言	99564
米	99526
排	99357
双	99140
终	98815
奇	98722
选	98332
暖	97954
舍	97727
俩	97706
漂	97635
牛	97016
贵	96617
王	96258
精	96134
此	96093
鱼	96018
辣	95554
步	95102
质	94941
青	94654
陪	94409
居	94339
京	93898
浪	93720
块	93661
讲	93501
简	92646
或	92451
温	91408
任	91271
室	91087
'	91023
岁	90897
广	90759
努	90550
各	90298
床	90102
段	90043
六	89335
台	88998
咱	88952
专	88529
丑	88275
豆	88212
证	88078
哼	87992
楼	87856
痛	87431
命	87364
并	87206
念	86496
消	86444
猪	86319
呗	86166
甜	86066
猜	85464
金	85368
继	85264
兴	85215
坏	84894
偷	84654
突	84488
“	84208
估	84175
脚	84104
”	83888
坚	83584
噢	83464
员	83369
嘴	83345
城	83275
偶	83253
秀	82938
额	82828
土	82608
巴	82561
许	82157
站	81987
推	81818
份	81794
型	81712
礼	81318
颜	81106
联	81024
读	80889
观	80618
锅	80527
价	80290
低	79893
惜	79766
末	79129
背	78898
值	78794
冰	78713
骂	78538
餐	78443
剪	78368
利	78291
讨	78212
-	78203
追	78163
性	78073
萌	78027
夸	77496
练	77313
套	77292
香	76953
显	76907
决	76690
向	76601
根	76458
配	76390
七	76008
指	75759
摸	75691
初	74880
弃	74737
恭	74732
圈	74543
基	74523
故	74414
仙	74232
茶	74188
似	73931
斤	73778
翻	73638
队	73600
习	73480
唉	73326
补	73203
智	72936
辛	72612
钟	72574
艺	72475
市	72354
医	72008
黄	71884
乱	71621
永	71578
停	71474
熟	71391
迷	71293
忍	71206
乖	71180
弄	71159
除	71089
鞋	71087
修	71080
镜	70164
纸	70134
：	70085
首	69922
谈	69873
静	69770
鸡	69769
牙	69730
弟	69724
〜	69662
区	69361
骗	69349
角	69195
示	69155
答	69059
鬼	69044
司	68969
态	68955
足	68750
铁	68685
科	68452
类	68202
论	68142
货	68068
富	68029
往	68023
裤	68018
睛	67973
健	67697
虽	67616
支	67598
旅	67522
传	67482
爆	67300
播	67249
傻	67190
历	66846
资	66837
尽	66744
撒	66525
至	66371
呜	66258
冬	66043
板	66006
默	65796
跳	65489
2	65486
刷	65451
未	65134
药	64997
烧	64688
吓	64677
晒	64673
程	64622
急	64600
款	64565
制	64397
团	64277
凉	63700
厌	63688
英	63668
院	63525
宿	63495
取	63340
迎	63235
存	62968
婆	62919
夏	62875
达	62728
1	62660
负	62576
汉	62499
式	62431
拜	61966
丽	61867
压	61698
抢	61696
牌	61621
景	61485
冒	61474
（	61206
况	61068
赛	61010
呐	60854
泡	60795
技	60667
娘	60571
闹	60119
庆	60055
由	59816
断	59739
怀	59300
诶	59193
善	59169
素	59100
玺	58939
疯	58775
困	58763
与	58757
使	58687
集	58601
抓	58551
纯	58073
功	57979
龙	57954
叔	57699
将	57571
懒	57496
街	57393
惊	57310
淡	57272
版	57219
速	57063
战	56987
及	56760
博	56587
秋	56510
尔	56497
熬	56393
肚	56312
商	56206
3	56061
护	56042
丢	55906
词	55867
退	55830
杯	55787
巧	55634
克	55589
术	55417
喔	55402
微	55400
华	55258
细	55097
遍	55053
露	54912
瓜	54899
介	54724
落	54714
码	54713
=	54567
破	54366
5	54130
康	53844
晓	53672
优	53570
概	53238
耍	53121
标	52815
组	52765
姑	52754
云	52599
酸	52476
糖	52348
）	52258
贴	52156
料	52066
舒	51843
眠	51817
烤	51539
独	51507
群	50879
验	50818
招	50767
江	50737
蛮	50639
形	50470
蓝	50389
荐	50222
烊	50167
社	50130
呆	50086
楚	49921
却	49885
士	49805
绿	49802
怜	49738
缺	49576
义	49553
吹	49502
左	49435
吐	49426
娃	49417
造	49255
查	49137
饼	49136
闲	49129
耳	49126
效	49073
汤	48992
笔	48936
贝	48849
器	48778
借	48733
充	48691
伙	48625
辈	48594
建	48573
灵	48448
模	48407
右	48323
顾	48319
季	48313
伴	48292
极	48235
瞎	48137
貌	47976
元	47809
九	47676
10	47632
缘	47610
妆	47440
互	47435
良	47414
乎	47363
圆	47253
奖	47177
趣	46942
虑	46798
呦	46771
血	46619
脱	46130
逛	45942
座	45847
松	45845
签	45792
刘	45523
瓶	45515
暴	45448
顶	45322
顿	44957
预	44831
环	44631
悲	44546
助	44520
聚	44496
彩	44285
林	44192
架	44182
敬	44109
立	44091
军	44082
宜	43997
搭	43979
择	43942
园	43903
围	43826
刻	43780
救	43667
激	43659
严	43657
珍	43541
爷	43504
递	43483
评	43476
吸	43463
晕	43309
折	43277
嗨	43220
德	43196
材	43032
举	43013
豪	42911
导	42865
呼	42856
酷	42754
莫	42725
设	42713
键	42695
屏	42625
研	42548
软	42398
纪	42299
6	42128
杀	41831
具	41814
姨	41776
产	41693
灯	41685
担	41474
坑	41463
炸	41448
肤	41393
狂	41317
泪	41271
饱	41209
冲	41098
啧	41092
印	41084
毒	41044
晨	41035
武	40954
沙	40950
塞	40926
扎	40925
穷	40924
置	40874
霸	40852
恨	40832
喊	40796
舞	40773
盘	40666
密	40573
咬	40558
恐	40541
某	40519
尝	40458
领	40336
防	40300
散	40163
蜜	40065
耶	40009
奔	39892
胸	39653
承	39580
糕	39417
误	39382
众	39375
止	39330
袋	39305
愉	39253
状	39249
惨	39160
嫌	39052
响	39038
赢	38933
挑	38859
零	38762
碗	38731
喂	38607
4	38581
普	38542
划	38467
私	38441
弱	38384
波	38319
刀	38209
虚	38194
控	38158
醉	38110
戴	38054
据	38029
痘	37964
参	37869
鲜	37857
厚	37770
冻	37764
布	37706
局	37659
胡	37646
录	37561
母	37529
爸	37450
碰	37339
20	37240
共	37213
湖	37096
寄	37095
输	37005
警	36943
堂	36934
盖	36896
熊	36842
羊	36841
依	36693
河	36661
迟	36626
孤	36451
秒	36448
另	36401
仔	36385
箱	36364
境	36341
逗	36320
志	36235
粗	36104
藏	36102
暑	36064
忆	36042
吵	36002
卷	35957
炒	35919
纠	35917
按	35909
省	35839
聪	35705
宁	35526
澡	35473
属	35469
限	35469
漫	35449
搜	35441
免	35418
尬	35413
务	35341
桃	35255
异	35211
稳	35139
致	35119
闻	35009
屁	34957
鹿	34938
鸟	34905
碎	34904
李	34827
夫	34820
束	34795
购	34785
邮	34753
悔	34728
击	34711
否	34708
绍	34706
慰	34615
馆	34590
肿	34571
农	34497
搬	34495
裙	34424
7	34387
煮	34312
石	34307
宵	34277
升	34187
粉	34169
酱	34147
兄	34129
磨	34056
妒	34035
斗	34026
欺	33990
劲	33962
拼	33863
职	33809
暗	33622
咖	33589
吼	33575
旁	33550
吖	33468
释	33421
爬	33416
硬	33414
训	33381
吉	33358
羞	33322
兔	33285
8	33187
闭	33175
责	33152
乡	33063
投	33032
议	32925
躺	32786
》	32744
略	32530
赚	32521
租	32496
官	32397
拒	32377
勇	32364
杂	32316
拖	32296
摔	32223
虾	32119
嫉	32081
骑	31973
混	31920
透	31914
渣	31897
父	31874
曾	31850
眉	31827
惯	31766
付	31764
桌	31733
古	31640
沉	31632
《	31618
户	31609
拔	31484
奏	31431
鼻	31405
腰	31381
窝	31335
魔	31318
归	30895
争	30876
删	30866
究	30832
嫁	30713
巨	30680
灰	30676
端	30644
树	30524
摄	30440
甲	30384
颗	30328
恶	30321
寒	30317
称	30195
岛	30181
疑	30057
剩	29829
旧	29821
偏	29744
嘞	29735
虐	29719
染	29660
统	29625
层	29591
斯	29494
治	29467
源	29366
柔	29282
降	29237
展	29187
育	29157
尴	28899
隔	28893
诗	28892
银	28806
粮	28604
韩	28579
阴	28564
即	28501
丝	28460
引	28373
胃	28330
堆	28309
圣	28214
纹	28185
败	28155
骨	28144
净	28120
村	28106
傲	28076
尼	28000
苹	27795
劳	27754
妇	27726
享	27721
攻	27716
洋	27707
臭	27697
鼓	27693
兰	27692
驾	27681
曲	27618
卫	27607
势	27497
垃	27495
+	27494
童	27438
盆	27391
圾	27382
案	27377
飘	27353
幕	27180
摆	27179
蟹	27125
既	27119
民	27044
啡	26981
佳	26896
秘	26789
针	26706
诚	26703
凯	26670
野	26630
盒	26566
挂	26449
忧	26409
溜	26397
鸭	26265
拥	26253
规	26201
撑	26185
替	26151
闷	26134
测	26058
烟	26052
维	26041
娜	26004
闪	26001
俺	25875
谅	25823
欧	25762
奋	25756
屋	25644
唯	25638
腻	25579
妞	25512
脏	25465
丰	25465
紫	25426
寝	25409
废	25396
呃	25327
惹	25298
:	25205
喵	25183
棉	25164
12	25099
苏	25033
尾	24989
贼	24884
狠	24860
蹭	24744
撩	24719
朵	24714
检	24692
帽	24670
尊	24592
耐	24553
宠	24532
迪	24521
30	24494
噗	24488
膜	24458
赏	24407
编	24324
佛	24314
串	24259
险	24232
载	24132
瑟	24116
握	24086
察	24045
饺	23983
奥	23969
湿	23967
陈	23947
嘎	23935
泰	23908
杰	23903
凑	23895
妖	23860
际	23804
荣	23748
胜	23729
龄	23674
亚	23639
励	23487
伦	23452
弹	23430
托	23337
嘤	23326
营	23230
泳	23186
谓	23116
守	23057
厕	22990
杨	22978
糊	22946
齐	22887
阵	22871
炼	22869
9	22859
谦	22820
麦	22788
附	22769
欣	22744
矮	22732
忽	22681
墙	22670
雷	22654
址	22645
扫	22604
戒	22582
叶	22406
寂	22367
娇	22361
积	22310
财	22308
莲	22304
烫	22245
涂	22218
ok	22177
滋	22147
巾	22122
距	22100
郁	22069
薄	21988
11	21952
范	21914
p	21814
创	21810
列	21806
封	21667
饮	21643
残	21617
夹	21596
暂	21573
0	21556
敌	21553
催	21522
虎	21509
鼠	21493
典	21483
厨	21462
辑	21447
抖	21445
圳	21422
遗	21383
寞	21313
川	21309
逃	21254
猴	21237
途	21233
掌	21212
罗	21192
歉	21163
厦	21158
萝	21158
挤	21156
订	21139
君	21110
艾	21108
隐	21064
洞	21046
窗	21021
晗	20979
临	20974
率	20968
喽	20881
腾	20866
玉	20842
洒	20824
佩	20750
汗	20736
捞	20684
锁	20623
则	20564
仅	20544
欲	20527
委	20506
勒	20459
滑	20441
怖	20380
100	20374
壳	20291
杭	20263
摩	20251
袖	20232
雅	20181
威	20166
悄	20104
扔	20082
诞	19971
脖	19919
咧	19902
稍	19896
挣	19856
愁	19851
蚊	19783
胆	19744
捏	19716
权	19709
虫	19690
撞	19672
拾	19653
肠	19569
欠	19495
肌	19491
卦	19330
章	19299
嗷	19298
桑	19241
批	19235
跪	19227
增	19143
屈	19122
派	19111
扰	19055
椒	19054
症	19028
咳	19012
珠	19011
拆	18945
耀	18819
森	18808
抄	18794
亏	18791
烈	18790
稀	18764
凡	18755
俊	18725
若	18696
丫	18672
扯	18611
魂	18609
扣	18571
帝	18556
捡	18462
彼	18409
朝	18249
犯	18239
页	18156
冠	18077
堵	18002
锻	17992
壮	17947
毁	17942
销	17919
织	17908
船	17900
18	17874
宅	17848
咸	17818
凶	17774
敏	17728
凌	17720
寻	17676
谐	17654
移	17652
馀	17648
榴	17636
航	17631
悠	17599
峰	17546
槽	17537
奈	17484
脾	17476
沟	17459
恼	17406
迫	17384
项	17379
闺	17371
瞬	17355
妙	17350
震	17344
潮	17322
触	17305
幼	17302
史	17272
胎	17243
壁	17243
探	17235
绒	17208
爪	17192
挡	17191
铺	17190
档	17186
腐	17183
艳	17156
妥	17103
宣	17085
—	17065
甚	17055
骄	17043
齿	17013
桶	16961
佬	16947
雄	16937
勤	16933
洁	16916
笨	16883
挖	16878
憋	16865
桥	16842
嫩	16816
族	16815
蒙	16807
狼	16799
逸	16780
尚	16706
截	16684
昂	16667
焦	16661
宫	16624
踢	16544
采	16357
党	16330
勉	16275
雾	16241
勾	16230
嘉	16224
赖	16220
占	16174
潇	16170
吻	16137
""""	16131
培	16125
宽	16117
伞	16099
索	16042
蠢	16016
砸	16014
粥	15960
绪	15956
炫	15951
崩	15949
媳	15937
律	15918
申	15909
宇	15892
醋	15880
庭	15879
梅	15837
娶	15786
炮	15779
煎	15777
姿	15716
羽	15705
15	15600
辞	15591
魅	15572
皇	15555
尤	15530
趟	15514
俗	15494
篮	15481
泥	15396
灭	15376
晴	15338
淋	15300
惑	15240
柜	15173
凭	15128
肩	15050
刺	15016
钻	14981
避	14967
抹	14964
绩	14958
济	14952
厅	14948
墨	14943
危	14919
憾	14918
糟	14906
鹅	14892
枪	14889
•	14863
脆	14856
帖	14855
曼	14841
逆	14814
躁	14811
田	14765
慌	14732
咪	14728
番	14726
钢	14679
扬	14679
悟	14664
诱	14578
兵	14504
纳	14472
噶	14453
售	14450
含	14426
乌	14417
爹	14394
躲	14368
汁	14340
篇	14299
抬	14205
旦	14155
池	14149
遥	14134
尖	14124
痴	14095
润	14079
趁	14074
幻	14062
陌	14049
咦	14025
汪	14022
卧	13999
姓	13982
镇	13972
歪	13970
副	13936
夕	13892
刮	13866
禁	13849
牵	13809
揍	13801
启	13792
侠	13766
袜	13750
判	13748
供	13713
浮	13673
撸	13670
弯	13666
菇	13611
伟	13600
郑	13596
悉	13566
狮	13561
芒	13531
挨	13508
仇	13489
返	13482
蝎	13475
登	13450
90	13436
摇	13429
砖	13414
符	13398
津	13384
攒	13357
腹	13346
污	13330
怒	13314
踩	13258
捉	13227
泉	13226
侣	13200
涨	13195
络	13178
迹	13150
唧	13150
call	13134
浓	13112
令	13101
核	13087
薯	13055
t	12992
蒸	12960
瘾	12950
捧	12936
琴	12924
盐	12915
凤	12892
啤	12891
咔	12883
缓	12871
粑	12821
甩	12821
`	12799
彤	12779
樱	12771
16	12768
诺	12764
茫	12763
遮	12731
妻	12731
获	12723
浅	12722
敲	12708
傅	12679
仿	12657
卸	12617
丧	12583
阔	12550
怨	12548
蛙	12486
洲	12486
旺	12439
例	12418
挥	12365
葩	12334
猛	12323
祖	12250
袭	12242
娱	12236
漏	12196
彻	12172
踏	12129
毫	12121
50	12105
遭	12092
萨	12020
馋	12014
盗	12001
慨	11997
橙	11983
卜	11982
唇	11939
孔	11926
罩	11919
霜	11909
罚	11894
瞧	11871
霉	11871
访	11817
谷	11807
抗	11806
呸	11796
鄙	11790
孙	11761
抛	11756
盛	11688
倍	11670
蹲	11633
侧	11596
胶	11568
撕	11561
延	11554
罢	11536
横	11530
辩	11516
频	11514
叹	11482
征	11480
垫	11474
唐	11464
嘟	11440
丁	11438
25	11434
惠	11400
摊	11388
愧	11378
允	11357
梯	11342
衬	11339
淘	11279
怂	11260
潜	11258
扇	11247
哄	11247
厂	11191
睁	11188
痒	11173
跨	11167
24	11136
璃	11129
繁	11126
歇	11094
丹	11065
衫	11049
葱	11039
橘	11037
轨	11005
政	10997
蜂	10991
链	10973
⋯	10941
裁	10913
扭	10910
蛇	10896
昌	10893
榜	10887
陆	10847
幂	10839
玻	10831
膏	10807
尘	10805
薛	10763
艰	10763
邪	10743
恢	10733
粽	10725
寿	10713
译	10712
晃	10708
菲	10707
滤	10703
嘲	10686
绵	10684
惧	10675
宾	10671
【	10663
啃	10623
甘	10598
邀	10593
罐	10593
辆	10585
矫	10583
疆	10580
仁	10579
哀	10537
/	10519
岂	10515
沈	10511
阶	10498
贤	10490
扑	10447
；	10445
啵	10444
扮	10435
悦	10418
尸	10392
综	10370
溃	10362
审	10356
港	10337
梗	10320
耗	10313
霾	10312
祥	10278
怼	10266
阅	10254
旗	10252
茄	10240
翅	10235
逻	10210
蹦	10208
瞅	10202
芝	10193
施	10187
烂	10187
吴	10179
琐	10169
徒	10167
妳	10163
驳	10152
劝	10136
执	10116
粘	10106
趴	10076
谣	10038
幽	10020
企	10002
犹	9997
固	9992
寸	9961
荷	9945
龟	9935
耻	9894
竹	9889
赵	9888
堡	9882
绕	9877
膀	9825
40	9794
涛	9786
搓	9742
滨	9734
莉	9724
荡	9720
噜	9715
乔	9694
盼	9688
坦	9671
舔	9668
映	9656
慧	9649
昕	9617
贺	9611
液	9607
棍	9595
堪	9567
割	9559
迈	9554
缩	9554
伪	9529
宗	9522
汽	9509
秃	9504
渐	9496
摘	9468
沾	9464
妮	9457
燕	9457
涵	9439
序	9417
昆	9414
a	9386
锋	9385
盾	9385
17	9382
13	9361
666	9350
盲	9343
梨	9310
抑	9305
塔	9305
拳	9296
笼	9296
监	9272
玫	9266
昏	9255
葡	9169
疗	9151
献	9123
兜	9097
嫂	9096
尺	9066
庄	9065
200	9045
脂	9036
80	9035
舌	9033
杠	9028
敷	9016
捂	8980
靓	8976
畅	8972
##0	8959
玛	8941
饰	8905
缝	8902
晶	8900
纱	8899
萄	8898
衡	8878
丸	8871
颖	8868
恍	8855
添	8849
桂	8847
倾	8845
猥	8828
锦	8824
损	8819
谊	8786
噻	8785
填	8784
埋	8767
嗓	8761
伸	8748
荒	8739
k	8716
兽	8714
睫	8710
碧	8710
剑	8637
唤	8616
阻	8615
嘘	8586
瑰	8552
郎	8537
匆	8536
奢	8511
枣	8502
瓣	8495
述	8471
乘	8467
拌	8462
哩	8461
22	8449
愤	8447
忌	8440
益	8439
翘	8437
裹	8436
泄	8427
亿	8426
辜	8413
乃	8401
披	8393
祸	8391
虹	8371
蔽	8334
鲁	8331
贪	8313
赌	8274
咒	8236
坤	8227
砍	8222
塑	8205
谎	8193
媒	8192
驴	8177
描	8171
n	8145
框	8145
岗	8145
28	8134
昧	8126
盯	8117
x	8116
芦	8109
抠	8096
炉	8094
芳	8090
14	8084
拐	8063
瑶	8061
姗	8059
膝	8057
祈	8056
循	8044
漠	8043
策	8037
薇	8029
喃	8022
翔	8020
植	8008
融	8007
洛	8004
贫	8003
泼	7993
惚	7959
233	7957
涩	7952
稿	7951
井	7937
县	7929
均	7883
迅	7875
囧	7856
犬	7846
蕉	7844
抵	7827
掏	7817
叉	7793
扶	7786
坡	7778
渴	7767
##3	7766
戚	7750
苍	7708
矛	7700
澳	7694
馒	7693
馅	7680
c	7647
朗	7643
q	7642
析	7628
21	7620
d	7616
粒	7591
绳	7584
匙	7570
黎	7569
豫	7564
域	7563
卑	7562
羯	7548
蝶	7539
帐	7537
仪	7516
筒	7512
恰	7510
姥	7478
括	7465
钥	7448
届	7435
库	7430
陷	7429
铃	7429
愚	7412
枝	7383
浇	7367
噩	7364
啾	7355
竞	7353
韬	7336
徐	7328
哲	7325
仰	7301
浴	7281
枕	7263
⊙	7260
姻	7257
剃	7248
瑞	7246
胳	7244
氛	7236
涯	7231
淇	7226
卤	7220
询	7203
膊	7199
肝	7193
辱	7187
赠	7176
鉴	7175
协	7170
稚	7167
臂	7161
削	7152
腊	7135
23	7128
袄	7120
婷	7112
】	7109
炖	7107
19	7103
蒜	7081
揉	7074
绑	7071
唠	7068
嗦	7067
赔	7065
蹄	7062
旋	7039
跃	7036
拯	7035
挽	7033
宙	7024
皂	7016
浑	7010
s	7003
肃	6991
卓	6990
燃	6973
授	6971
00	6943
潘	6941
邻	6909
佑	6908
犀	6893
股	6889
剁	6886
岳	6883
秤	6860
愈	6827
隆	6819
v	6778
扛	6765
伊	6740
崽	6737
＂	6729
颠	6711
浆	6695
踪	6690
劈	6682
柠	6671
苗	6668
逢	6649
裂	6619
26	6598
讽	6594
汇	6589
拦	6558
偿	6557
殊	6554
详	6549
厘	6548
夺	6533
##33	6516
勿	6515
灿	6514
韵	6497
狱	6495
泽	6493
浙	6493
恒	6491
凰	6486
菠	6481
##5	6476
枚	6474
柿	6463
聘	6451
碍	6427
芋	6422
朱	6417
缠	6402
肾	6392
姜	6389
60	6383
痕	6377
柴	6362
召	6358
押	6339
靴	6336
馨	6321
恺	6305
姆	6299
耽	6296
吞	6284
纵	6255
2018	6255
歹	6233
滩	6217
辅	6207
剥	6202
肺	6192
壶	6186
##8	6179
弥	6177
谱	6173
斑	6164
宋	6156
璐	6151
孽	6148
钓	6141
杆	6129
柏	6128
违	6122
掩	6114
檬	6089
岸	6077
蜡	6066
昊	6058
馍	6058
ps	6050
伍	6045
螃	6026
仍	6018
%	6008
凳	6007
啪	5994
500	5994
筋	5981
祷	5957
障	5947
舅	5925
琪	5924
孝	5911
瓦	5903
魏	5899
狐	5891
础	5885
寨	5882
遛	5882
莱	5866
煤	5835
蔬	5834
m	5821
盟	5800
兮	5798
酿	5790
坎	5787
册	5773
300	5772
忠	5769
瑜	5743
账	5715
酥	5689
叨	5683
120	5675
崇	5671
鹏	5669
淑	5651
掐	5645
席	5637
锤	5636
l	5628
揭	5603
「	5603
郭	5601
亦	5596
歧	5589
」	5588
27	5584
霍	5583
芽	5567
媚	5563
99	5554
僵	5545
悬	5539
熏	5532
棚	5512
仗	5493
180	5485
玲	5483
鸽	5459
猎	5453
喉	5447
煲	5424
撤	5423
赋	5409
契	5406
##1	5402
磕	5394
拨	5378
慎	5361
坨	5358
汕	5351
粤	5335
胀	5332
剂	5310
屑	5302
暧	5295
椅	5292
塌	5284
朕	5280
炎	5276
赐	5273
巡	5270
##s	5269
扒	5263
梁	5260
冤	5237
鸣	5237
币	5235
浩	5232
辫	5230
b	5225
渡	5222
轰	5202
衰	5192
燥	5188
##6	5174
螂	5171
捐	5159
驶	5133
棋	5131
彦	5127
朴	5123
芯	5114
援	5110
##9	5105
杜	5105
俱	5104
##h	5102
御	5100
铜	5094
构	5085
梳	5085
闯	5082
碌	5082
侈	5074
遵	5073
倩	5069
翰	5065
灏	5055
泣	5053
灌	5048
氧	5046
湾	5040
咨	5032
伯	5029
硕	5023
皆	5022
70	5012
螺	5011
劫	5011
拽	5010
蝴	5003
柚	4985
1000	4985
塘	4983
逐	4978
幅	4974
墓	4969
珊	4969
毅	4957
谨	4952
蹈	4950
辟	4946
##4	4941
##55	4933
雀	4911
妃	4910
誓	4909
饥	4893
蟑	4892
匹	4880
叭	4868
刹	4867
掰	4867
贡	4857
葫	4851
椰	4848
蘑	4843
绣	4837
矿	4835
叮	4829
钉	4819
咕	4811
肪	4810
仨	4802
芙	4796
柳	4794
琳	4768
毯	4757
楷	4753
瞌	4746
畏	4736
29	4736
蔡	4732
哑	4732
汰	4725
寡	4714
诅	4702
h	4701
嗝	4685
##g	4667
揪	4664
丈	4663
哗	4659
猝	4657
*	4653
逮	4634
赤	4631
吾	4621
胞	4618
痣	4607
ta	4606
捷	4599
辽	4597
勺	4585
伽	4582
泛	4577
鑫	4572
霞	4572
o	4571
蕾	4571
粹	4568
鞭	4568
逝	4551
喇	4543
